,cam,site,location,purpose,streamside,instdate,remdatefill,FileName,DateTimeOriginal,folderdateend,folderdatestart
27,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000007.JPG,2014-07-05 13:39:14,2014-07-08,2014-05-20
28,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000008.JPG,2014-07-05 13:41:12,2014-07-08,2014-05-20
29,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000009.JPG,2014-07-05 13:43:06,2014-07-08,2014-05-20
30,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000010.JPG,2014-07-05 13:50:03,2014-07-08,2014-05-20
31,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000011.JPG,2014-07-05 13:53:49,2014-07-08,2014-05-20
32,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000012.JPG,2014-07-05 13:56:15,2014-07-08,2014-05-20
33,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000013.JPG,2014-07-05 13:57:16,2014-07-08,2014-05-20
34,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000014.JPG,2014-07-05 14:00:42,2014-07-08,2014-05-20
35,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000015.JPG,2014-07-05 14:02:31,2014-07-08,2014-05-20
36,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000016.JPG,2014-07-05 14:06:42,2014-07-08,2014-05-20
37,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000017.JPG,2014-07-05 14:10:07,2014-07-08,2014-05-20
38,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000018.JPG,2014-07-05 14:12:12,2014-07-08,2014-05-20
39,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000019.JPG,2014-07-05 14:14:30,2014-07-08,2014-05-20
40,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000020.JPG,2014-07-05 14:15:07,2014-07-08,2014-05-20
41,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000021.JPG,2014-07-05 14:17:57,2014-07-08,2014-05-20
42,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000022.JPG,2014-07-05 14:19:08,2014-07-08,2014-05-20
43,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000023.JPG,2014-07-05 14:19:38,2014-07-08,2014-05-20
44,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000024.JPG,2014-07-05 14:20:37,2014-07-08,2014-05-20
45,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000025.JPG,2014-07-05 14:21:30,2014-07-08,2014-05-20
46,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000026.JPG,2014-07-05 14:22:09,2014-07-08,2014-05-20
47,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000027.JPG,2014-07-05 14:24:40,2014-07-08,2014-05-20
48,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000028.JPG,2014-07-05 14:25:25,2014-07-08,2014-05-20
49,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000029.JPG,2014-07-05 14:26:46,2014-07-08,2014-05-20
50,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000030.JPG,2014-07-05 14:27:45,2014-07-08,2014-05-20
51,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000031.JPG,2014-07-05 14:28:16,2014-07-08,2014-05-20
52,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000032.JPG,2014-07-05 14:29:37,2014-07-08,2014-05-20
53,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000033.JPG,2014-07-05 14:30:29,2014-07-08,2014-05-20
54,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000034.JPG,2014-07-05 14:30:57,2014-07-08,2014-05-20
55,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000035.JPG,2014-07-05 14:31:44,2014-07-08,2014-05-20
56,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000036.JPG,2014-07-05 14:32:20,2014-07-08,2014-05-20
57,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000037.JPG,2014-07-05 14:34:09,2014-07-08,2014-05-20
58,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000038.JPG,2014-07-05 14:34:50,2014-07-08,2014-05-20
59,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000039.JPG,2014-07-05 14:35:19,2014-07-08,2014-05-20
60,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000040.JPG,2014-07-05 14:36:15,2014-07-08,2014-05-20
61,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000041.JPG,2014-07-05 14:36:46,2014-07-08,2014-05-20
62,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000042.JPG,2014-07-05 14:37:20,2014-07-08,2014-05-20
63,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000043.JPG,2014-07-05 14:37:54,2014-07-08,2014-05-20
64,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000044.JPG,2014-07-05 14:38:24,2014-07-08,2014-05-20
65,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000045.JPG,2014-07-05 14:38:57,2014-07-08,2014-05-20
66,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000046.JPG,2014-07-05 14:39:43,2014-07-08,2014-05-20
67,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000047.JPG,2014-07-05 14:42:19,2014-07-08,2014-05-20
68,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000048.JPG,2014-07-05 14:43:59,2014-07-08,2014-05-20
69,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000049.JPG,2014-07-05 14:45:28,2014-07-08,2014-05-20
70,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000050.JPG,2014-07-05 14:46:36,2014-07-08,2014-05-20
71,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000051.JPG,2014-07-05 14:47:36,2014-07-08,2014-05-20
72,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000052.JPG,2014-07-05 14:48:14,2014-07-08,2014-05-20
73,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000053.JPG,2014-07-05 14:48:53,2014-07-08,2014-05-20
74,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000054.JPG,2014-07-05 14:51:42,2014-07-08,2014-05-20
75,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000055.JPG,2014-07-05 14:52:22,2014-07-08,2014-05-20
76,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000056.JPG,2014-07-05 14:54:12,2014-07-08,2014-05-20
77,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000057.JPG,2014-07-05 14:55:05,2014-07-08,2014-05-20
78,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000058.JPG,2014-07-05 14:55:33,2014-07-08,2014-05-20
79,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000059.JPG,2014-07-05 14:56:29,2014-07-08,2014-05-20
80,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000060.JPG,2014-07-05 14:57:08,2014-07-08,2014-05-20
81,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000061.JPG,2014-07-05 14:57:40,2014-07-08,2014-05-20
82,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000062.JPG,2014-07-05 14:59:22,2014-07-08,2014-05-20
83,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000063.JPG,2014-07-05 15:01:02,2014-07-08,2014-05-20
84,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000064.JPG,2014-07-05 15:02:29,2014-07-08,2014-05-20
85,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000065.JPG,2014-07-05 15:03:22,2014-07-08,2014-05-20
86,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000066.JPG,2014-07-05 15:03:59,2014-07-08,2014-05-20
87,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000067.JPG,2014-07-05 15:05:02,2014-07-08,2014-05-20
88,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000068.JPG,2014-07-05 15:08:16,2014-07-08,2014-05-20
89,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000069.JPG,2014-07-05 15:09:03,2014-07-08,2014-05-20
90,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000070.JPG,2014-07-05 15:09:43,2014-07-08,2014-05-20
91,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000071.JPG,2014-07-05 15:11:10,2014-07-08,2014-05-20
92,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000072.JPG,2014-07-05 15:14:12,2014-07-08,2014-05-20
93,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000073.JPG,2014-07-05 15:16:43,2014-07-08,2014-05-20
94,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000074.JPG,2014-07-05 15:17:21,2014-07-08,2014-05-20
95,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000075.JPG,2014-07-05 15:18:46,2014-07-08,2014-05-20
96,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000076.JPG,2014-07-05 15:20:24,2014-07-08,2014-05-20
97,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000077.JPG,2014-07-05 15:20:54,2014-07-08,2014-05-20
98,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000078.JPG,2014-07-05 15:21:34,2014-07-08,2014-05-20
99,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000079.JPG,2014-07-05 15:23:03,2014-07-08,2014-05-20
100,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000080.JPG,2014-07-05 15:23:43,2014-07-08,2014-05-20
101,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000081.JPG,2014-07-05 15:24:18,2014-07-08,2014-05-20
102,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000082.JPG,2014-07-05 15:24:57,2014-07-08,2014-05-20
103,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000083.JPG,2014-07-05 15:26:10,2014-07-08,2014-05-20
104,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000084.JPG,2014-07-05 15:26:53,2014-07-08,2014-05-20
105,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000085.JPG,2014-07-05 15:27:34,2014-07-08,2014-05-20
106,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000086.JPG,2014-07-05 15:29:23,2014-07-08,2014-05-20
107,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000087.JPG,2014-07-05 15:30:47,2014-07-08,2014-05-20
108,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000088.JPG,2014-07-05 15:32:45,2014-07-08,2014-05-20
109,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000089.JPG,2014-07-05 15:33:12,2014-07-08,2014-05-20
110,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000090.JPG,2014-07-05 15:33:47,2014-07-08,2014-05-20
111,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000091.JPG,2014-07-05 15:34:38,2014-07-08,2014-05-20
112,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000092.JPG,2014-07-05 15:35:11,2014-07-08,2014-05-20
113,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000093.JPG,2014-07-05 15:35:45,2014-07-08,2014-05-20
114,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000094.JPG,2014-07-05 15:36:23,2014-07-08,2014-05-20
115,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000095.JPG,2014-07-05 15:37:33,2014-07-08,2014-05-20
116,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000096.JPG,2014-07-05 15:38:06,2014-07-08,2014-05-20
117,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000097.JPG,2014-07-05 15:39:14,2014-07-08,2014-05-20
118,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000098.JPG,2014-07-05 15:42:06,2014-07-08,2014-05-20
119,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000099.JPG,2014-07-05 15:42:40,2014-07-08,2014-05-20
120,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000100.JPG,2014-07-05 15:43:28,2014-07-08,2014-05-20
121,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000101.JPG,2014-07-05 15:43:56,2014-07-08,2014-05-20
122,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000102.JPG,2014-07-05 15:44:27,2014-07-08,2014-05-20
123,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000103.JPG,2014-07-05 15:45:07,2014-07-08,2014-05-20
124,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000104.JPG,2014-07-05 15:45:42,2014-07-08,2014-05-20
125,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000105.JPG,2014-07-05 15:46:21,2014-07-08,2014-05-20
126,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000106.JPG,2014-07-05 15:47:29,2014-07-08,2014-05-20
127,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000107.JPG,2014-07-05 15:47:57,2014-07-08,2014-05-20
128,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000108.JPG,2014-07-05 15:48:25,2014-07-08,2014-05-20
129,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000109.JPG,2014-07-05 15:49:18,2014-07-08,2014-05-20
130,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000110.JPG,2014-07-05 15:49:52,2014-07-08,2014-05-20
131,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000111.JPG,2014-07-05 15:50:24,2014-07-08,2014-05-20
132,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000112.JPG,2014-07-05 15:51:57,2014-07-08,2014-05-20
133,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000113.JPG,2014-07-05 15:52:58,2014-07-08,2014-05-20
134,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000114.JPG,2014-07-05 15:53:28,2014-07-08,2014-05-20
135,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000115.JPG,2014-07-05 15:54:05,2014-07-08,2014-05-20
136,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000116.JPG,2014-07-05 15:54:41,2014-07-08,2014-05-20
137,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000117.JPG,2014-07-05 15:55:12,2014-07-08,2014-05-20
138,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000118.JPG,2014-07-05 15:55:48,2014-07-08,2014-05-20
139,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000119.JPG,2014-07-05 15:56:19,2014-07-08,2014-05-20
140,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000120.JPG,2014-07-05 15:57:14,2014-07-08,2014-05-20
141,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000121.JPG,2014-07-05 15:58:30,2014-07-08,2014-05-20
142,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000122.JPG,2014-07-05 15:59:15,2014-07-08,2014-05-20
143,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000123.JPG,2014-07-05 16:00:23,2014-07-08,2014-05-20
144,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000124.JPG,2014-07-05 16:01:28,2014-07-08,2014-05-20
145,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000125.JPG,2014-07-05 16:04:06,2014-07-08,2014-05-20
146,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000126.JPG,2014-07-05 16:05:02,2014-07-08,2014-05-20
147,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000127.JPG,2014-07-05 16:06:08,2014-07-08,2014-05-20
148,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000128.JPG,2014-07-05 16:06:37,2014-07-08,2014-05-20
149,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000129.JPG,2014-07-05 16:07:20,2014-07-08,2014-05-20
150,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000130.JPG,2014-07-05 16:08:13,2014-07-08,2014-05-20
151,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000131.JPG,2014-07-05 16:09:01,2014-07-08,2014-05-20
152,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000132.JPG,2014-07-05 16:09:58,2014-07-08,2014-05-20
153,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000133.JPG,2014-07-05 16:10:30,2014-07-08,2014-05-20
154,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000134.JPG,2014-07-05 16:11:18,2014-07-08,2014-05-20
155,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000135.JPG,2014-07-05 16:12:25,2014-07-08,2014-05-20
156,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000136.JPG,2014-07-05 16:16:32,2014-07-08,2014-05-20
157,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000137.JPG,2014-07-05 16:17:02,2014-07-08,2014-05-20
158,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000138.JPG,2014-07-05 16:22:05,2014-07-08,2014-05-20
159,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000139.JPG,2014-07-05 16:22:52,2014-07-08,2014-05-20
160,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000140.JPG,2014-07-05 16:25:13,2014-07-08,2014-05-20
161,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000141.JPG,2014-07-05 16:32:59,2014-07-08,2014-05-20
162,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000142.JPG,2014-07-05 16:34:45,2014-07-08,2014-05-20
163,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000143.JPG,2014-07-05 16:37:21,2014-07-08,2014-05-20
164,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000144.JPG,2014-07-05 16:44:53,2014-07-08,2014-05-20
165,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000145.JPG,2014-07-05 16:45:49,2014-07-08,2014-05-20
166,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000146.JPG,2014-07-05 16:49:43,2014-07-08,2014-05-20
167,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000147.JPG,2014-07-05 16:50:13,2014-07-08,2014-05-20
168,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000148.JPG,2014-07-05 16:54:35,2014-07-08,2014-05-20
169,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000149.JPG,2014-07-05 16:59:24,2014-07-08,2014-05-20
170,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000150.JPG,2014-07-05 17:01:00,2014-07-08,2014-05-20
171,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000151.JPG,2014-07-05 17:05:44,2014-07-08,2014-05-20
172,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000152.JPG,2014-07-05 17:13:12,2014-07-08,2014-05-20
173,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000153.JPG,2014-07-05 17:14:22,2014-07-08,2014-05-20
174,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000154.JPG,2014-07-05 17:15:32,2014-07-08,2014-05-20
175,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000155.JPG,2014-07-05 17:16:07,2014-07-08,2014-05-20
176,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000156.JPG,2014-07-05 17:20:31,2014-07-08,2014-05-20
177,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000157.JPG,2014-07-05 17:22:43,2014-07-08,2014-05-20
178,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000158.JPG,2014-07-05 17:23:14,2014-07-08,2014-05-20
179,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000159.JPG,2014-07-05 17:53:26,2014-07-08,2014-05-20
180,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000160.JPG,2014-07-05 17:57:43,2014-07-08,2014-05-20
181,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000161.JPG,2014-07-05 18:05:59,2014-07-08,2014-05-20
182,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000162.JPG,2014-07-05 18:16:18,2014-07-08,2014-05-20
183,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000163.JPG,2014-07-05 18:16:48,2014-07-08,2014-05-20
184,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000164.JPG,2014-07-05 18:18:06,2014-07-08,2014-05-20
185,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000165.JPG,2014-07-05 18:20:33,2014-07-08,2014-05-20
186,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000166.JPG,2014-07-05 18:28:15,2014-07-08,2014-05-20
187,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000167.JPG,2014-07-05 18:33:15,2014-07-08,2014-05-20
188,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000168.JPG,2014-07-05 18:34:12,2014-07-08,2014-05-20
189,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000169.JPG,2014-07-05 18:34:45,2014-07-08,2014-05-20
190,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000170.JPG,2014-07-05 18:43:06,2014-07-08,2014-05-20
191,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000171.JPG,2014-07-05 18:49:44,2014-07-08,2014-05-20
192,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000172.JPG,2014-07-05 18:56:16,2014-07-08,2014-05-20
193,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000173.JPG,2014-07-05 18:59:31,2014-07-08,2014-05-20
194,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000174.JPG,2014-07-05 19:19:28,2014-07-08,2014-05-20
195,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000175.JPG,2014-07-05 19:29:13,2014-07-08,2014-05-20
196,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000176.JPG,2014-07-05 19:34:38,2014-07-08,2014-05-20
197,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000177.JPG,2014-07-05 19:43:24,2014-07-08,2014-05-20
198,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000178.JPG,2014-07-05 19:48:16,2014-07-08,2014-05-20
199,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000179.JPG,2014-07-05 19:54:27,2014-07-08,2014-05-20
200,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000180.JPG,2014-07-05 19:56:13,2014-07-08,2014-05-20
201,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000181.JPG,2014-07-05 20:03:30,2014-07-08,2014-05-20
202,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000182.JPG,2014-07-05 20:50:48,2014-07-08,2014-05-20
203,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000183.JPG,2014-07-05 20:58:26,2014-07-08,2014-05-20
204,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000184.JPG,2014-07-05 21:03:34,2014-07-08,2014-05-20
205,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000185.JPG,2014-07-05 21:04:04,2014-07-08,2014-05-20
206,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000186.JPG,2014-07-05 21:20:48,2014-07-08,2014-05-20
207,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000187.JPG,2014-07-05 21:40:04,2014-07-08,2014-05-20
208,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000188.JPG,2014-07-05 21:40:44,2014-07-08,2014-05-20
